lambda,p,cal_all_rmse,cal_high_rmse,objective
3.75,0.75,2.319285,4.056192,3.187738
3.8,0.75,2.319281,4.056157,3.187719
3.85,0.75,2.319295,4.056274,3.187784
3.9,0.75,2.319326,4.056542,3.187934
3.95,0.75,2.319376,4.056962,3.188169
4.0,0.75,2.319442,4.057521,3.188482
0.0,0.8,2.378185,4.53268,3.455432
0.05,0.8,2.376477,4.519409,3.447943
0.1,0.8,2.374795,4.506312,3.440553
0.15,0.8,2.373139,4.493391,3.433265
0.2,0.8,2.371509,4.480647,3.426078
0.25,0.8,2.369906,4.468082,3.418994
0.3,0.8,2.368329,4.455697,3.412013
0.35,0.8,2.366779,4.443493,3.405136
0.4,0.8,2.365254,4.431473,3.398364
0.45,0.8,2.363757,4.419637,3.391697
0.5,0.8,2.362286,4.407988,3.385137
0.55,0.8,2.360841,4.396526,3.378684
0.6,0.8,2.359423,4.385253,3.372338
0.65,0.8,2.358032,4.374171,3.366102
0.7,0.8,2.356668,4.363281,3.359974
0.75,0.8,2.35533,4.352585,3.353957
0.8,0.8,2.354019,4.342083,3.348051
0.85,0.8,2.352735,4.331778,3.342256
0.9,0.8,2.351478,4.32167,3.336574
0.95,0.8,2.350248,4.311761,3.331005
1.0,0.8,2.349045,4.302053,3.325549
1.05,0.8,2.347869,4.292547,3.320208
1.1,0.8,2.34672,4.283244,3.314982
1.15,0.8,2.345598,4.274145,3.309872
1.2,0.8,2.344504,4.265253,3.304878
1.25,0.8,2.343436,4.256567,3.300002
1.3,0.8,2.342396,4.24809,3.295243
1.35,0.8,2.341383,4.239822,3.290603
1.4,0.8,2.340398,4.231766,3.286082
1.45,0.8,2.339439,4.223921,3.28168
1.5,0.8,2.338508,4.21629,3.277399
1.55,0.8,2.337605,4.208873,3.273239
1.6,0.8,2.336729,4.201671,3.2692
1.65,0.8,2.33588,4.194687,3.265284
1.7,0.8,2.335059,4.18792,3.26149
1.75,0.8,2.334266,4.181372,3.257819
1.8,0.8,2.3335,4.175043,3.254272
1.85,0.8,2.332762,4.168936,3.250849
1.9,0.8,2.332051,4.16305,3.24755
1.95,0.8,2.331368,4.157387,3.244377
2.0,0.8,2.330712,4.151948,3.24133
2.05,0.8,2.330085,4.146733,3.238409
2.1,0.8,2.329485,4.141744,3.235614
2.15,0.8,2.328912,4.13698,3.232946
2.2,0.8,2.328368,4.132444,3.230406
2.25,0.8,2.327851,4.128136,3.227993
2.3,0.8,2.327362,4.124056,3.225709
2.35,0.8,2.326901,4.120205,3.223553
2.4,0.8,2.326468,4.116584,3.221526
2.45,0.8,2.326024,4.112875,3.21945
2.5,0.8,2.325598,4.109307,3.217452
2.55,0.8,2.325193,4.105921,3.215557
2.6,0.8,2.32481,4.102712,3.213761
2.65,0.8,2.324449,4.099679,3.212064
2.7,0.8,2.324108,4.096823,3.210466
2.75,0.8,2.323789,4.094144,3.208967
2.8,0.8,2.323491,4.091643,3.207567
2.85,0.8,2.323168,4.088925,3.206046
2.9,0.8,2.32286,4.086336,3.204598
2.95,0.8,2.322571,4.083908,3.203239
3.0,0.8,2.322301,4.08164,3.201971
3.05,0.8,2.322051,4.079534,3.200792
3.1,0.8,2.32182,4.077588,3.199704
3.15,0.8,2.321608,4.075804,3.198706
3.2,0.8,2.321416,4.074182,3.197799
3.25,0.8,2.321243,4.072722,3.196982
3.3,0.8,2.321089,4.071424,3.196256
3.35,0.8,2.320954,4.070288,3.195621
3.4,0.8,2.320838,4.069314,3.195076
3.45,0.8,2.320726,4.068365,3.194545
3.5,0.8,2.320601,4.06731,3.193955
3.55,0.8,2.320487,4.066347,3.193417
3.6,0.8,2.32039,4.065526,3.192958
3.65,0.8,2.320309,4.064849,3.192579
3.7,0.8,2.320246,4.064314,3.19228
3.75,0.8,2.3202,4.063923,3.192061
3.8,0.8,2.32017,4.063674,3.191922
3.85,0.8,2.320158,4.063569,3.191863
3.9,0.8,2.320162,4.063606,3.191884
3.95,0.8,2.320184,4.063787,3.191985
4.0,0.8,2.320222,4.064111,3.192166
0.0,0.85,2.378185,4.53268,3.455432
0.05,0.85,2.376528,4.51981,3.448169
0.1,0.85,2.374897,4.507107,3.441002
0.15,0.85,2.37329,4.494573,3.433931
0.2,0.85,2.371709,4.482208,3.426959
0.25,0.85,2.370153,4.470015,3.420084
0.3,0.85,2.368622,4.457995,3.413308
0.35,0.85,2.367116,4.44615,3.406633
0.4,0.85,2.365635,4.434479,3.400057
0.45,0.85,2.36418,4.422986,3.393583
0.5,0.85,2.36275,4.411671,3.387211
0.55,0.85,2.361346,4.400536,3.380941
0.6,0.85,2.359967,4.389582,3.374775
0.65,0.85,2.358614,4.378811,3.368712
0.7,0.85,2.357286,4.368223,3.362755
0.75,0.85,2.355984,4.35782,3.356902
0.8,0.85,2.354708,4.347604,3.351156
0.85,0.85,2.353457,4.337576,3.345517
0.9,0.85,2.352232,4.327737,3.339985
0.95,0.85,2.351033,4.318089,3.334561
1.0,0.85,2.34986,4.308632,3.329246
1.05,0.85,2.348713,4.299368,3.32404
1.1,0.85,2.347591,4.290298,3.318945
1.15,0.85,2.346496,4.281424,3.31396
1.2,0.85,2.345426,4.272746,3.309086
1.25,0.85,2.344382,4.264266,3.304324
1.3,0.85,2.343365,4.255986,3.299675
1.35,0.85,2.342373,4.247905,3.295139
1.4,0.85,2.341408,4.240026,3.290717
1.45,0.85,2.340469,4.232349,3.286409
1.5,0.85,2.339556,4.224876,3.282216
1.55,0.85,2.338669,4.217608,3.278138
1.6,0.85,2.337809,4.210545,3.274177
1.65,0.85,2.336974,4.203689,3.270332
1.7,0.85,2.336166,4.197041,3.266604
1.75,0.85,2.335385,4.190602,3.262993
1.8,0.85,2.334629,4.184372,3.259501
1.85,0.85,2.3339,4.178353,3.256127
1.9,0.85,2.333198,4.172546,3.252872
1.95,0.85,2.332522,4.166951,3.249736
2.0,0.85,2.331872,4.161569,3.246721
2.05,0.85,2.331249,4.156402,3.243825
2.1,0.85,2.330652,4.151449,3.241051
2.15,0.85,2.330082,4.146712,3.238397
2.2,0.85,2.329538,4.142192,3.235865
2.25,0.85,2.329021,4.137889,3.233455
2.3,0.85,2.328531,4.133804,3.231167
2.35,0.85,2.328067,4.129937,3.229002
2.4,0.85,2.32763,4.126289,3.226959
2.45,0.85,2.327219,4.122861,3.22504
2.5,0.85,2.326791,4.119284,3.223037
2.55,0.85,2.326385,4.115891,3.221138
2.6,0.85,2.325999,4.112669,3.219334
2.65,0.85,2.325634,4.109615,3.217625
2.7,0.85,2.32529,4.106729,3.21601
2.75,0.85,2.324965,4.104012,3.214489
2.8,0.85,2.324661,4.101463,3.213062
2.85,0.85,2.324357,4.098909,3.211633
2.9,0.85,2.324042,4.096269,3.210156
2.95,0.85,2.323746,4.093781,3.208763
3.0,0.85,2.323468,4.091446,3.207457
3.05,0.85,2.323208,4.089263,3.206235
3.1,0.85,2.322966,4.087232,3.205099
3.15,0.85,2.322743,4.085355,3.204049
3.2,0.85,2.322538,4.083631,3.203084
3.25,0.85,2.322351,4.08206,3.202206
3.3,0.85,2.322183,4.080643,3.201413
3.35,0.85,2.322033,4.07938,3.200706
3.4,0.85,2.321901,4.07827,3.200086
3.45,0.85,2.321788,4.077315,3.199551
3.5,0.85,2.321658,4.07622,3.198939
3.55,0.85,2.321531,4.075156,3.198344
3.6,0.85,2.321416,4.074186,3.197801
3.65,0.85,2.321317,4.07335,3.197334
3.7,0.85,2.321234,4.07265,3.196942
3.75,0.85,2.321167,4.072085,3.196626
3.8,0.85,2.321116,4.071654,3.196385
3.85,0.85,2.321081,4.071359,3.19622
3.9,0.85,2.321062,4.071199,3.196131
3.95,0.85,2.321059,4.071174,3.196117
4.0,0.85,2.321072,4.071285,3.196178
0.0,0.9,2.378185,4.53268,3.455432
0.05,0.9,2.376578,4.520194,3.448386
0.1,0.9,2.374995,4.507869,3.441432
0.15,0.9,2.373435,4.495706,3.434571
0.2,0.9,2.3719,4.483706,3.427803
0.25,0.9,2.370389,4.471871,3.42113
0.3,0.9,2.368902,4.460202,3.414552
0.35,0.9,2.36744,4.4487,3.40807
0.4,0.9,2.366001,4.437367,3.401684
0.45,0.9,2.364587,4.426203,3.395395
0.5,0.9,2.363197,4.415211,3.389204
0.55,0.9,2.361832,4.404391,3.383112
0.6,0.9,2.360491,4.393745,3.377118
0.65,0.9,2.359174,4.383273,3.371224
0.7,0.9,2.357882,4.372978,3.36543
0.75,0.9,2.356615,4.36286,3.359738
0.8,0.9,2.355372,4.352921,3.354147
0.85,0.9,2.354154,4.343162,3.348658
0.9,0.9,2.35296,4.333584,3.343272
0.95,0.9,2.351791,4.324189,3.33799
1.0,0.9,2.350647,4.314976,3.332812
1.05,0.9,2.349528,4.305949,3.327738
1.1,0.9,2.348433,4.297107,3.32277
1.15,0.9,2.347363,4.288453,3.317908
1.2,0.9,2.346318,4.279986,3.313152
1.25,0.9,2.345298,4.271709,3.308504
1.3,0.9,2.344303,4.263622,3.303963
1.35,0.9,2.343333,4.255727,3.29953
1.4,0.9,2.342388,4.248024,3.295206
1.45,0.9,2.341468,4.240515,3.290991
1.5,0.9,2.340573,4.2332,3.286887
1.55,0.9,2.339703,4.226081,3.282892
1.6,0.9,2.338858,4.219159,3.279008
1.65,0.9,2.338039,4.212434,3.275236
1.7,0.9,2.337244,4.205907,3.271576
1.75,0.9,2.336475,4.19958,3.268028
1.8,0.9,2.335731,4.193454,3.264592
1.85,0.9,2.335012,4.187529,3.26127
1.9,0.9,2.334318,4.181805,3.258062
1.95,0.9,2.33365,4.176285,3.254968
2.0,0.9,2.333007,4.170968,3.251988
2.05,0.9,2.33239,4.165856,3.249123
2.1,0.9,2.331797,4.160949,3.246373
2.15,0.9,2.33123,4.156248,3.243739
2.2,0.9,2.330689,4.151754,3.241222
2.25,0.9,2.330173,4.147467,3.23882
2.3,0.9,2.329682,4.143388,3.236535
2.35,0.9,2.329217,4.139518,3.234368
2.4,0.9,2.328777,4.135857,3.232317
2.45,0.9,2.328363,4.132405,3.230384
2.5,0.9,2.327969,4.129123,3.228546
2.55,0.9,2.327562,4.125721,3.226641
2.6,0.9,2.327175,4.122498,3.224837
2.65,0.9,2.326809,4.119437,3.223123
2.7,0.9,2.326462,4.116536,3.221499
2.75,0.9,2.326134,4.113795,3.219965
2.8,0.9,2.325826,4.111216,3.218521
2.85,0.9,2.325537,4.108797,3.217167
2.9,0.9,2.325222,4.10616,3.215691
2.95,0.9,2.32492,4.10363,3.214275
3.0,0.9,2.324635,4.101245,3.21294
3.05,0.9,2.324368,4.099005,3.211686
3.1,0.9,2.324118,4.096909,3.210514
3.15,0.9,2.323886,4.094959,3.209422
3.2,0.9,2.323671,4.093154,3.208412
3.25,0.9,2.323473,4.091494,3.207484
3.3,0.9,2.323293,4.089981,3.206637
3.35,0.9,2.32313,4.088613,3.205872
3.4,0.9,2.322985,4.087391,3.205188
3.45,0.9,2.322857,4.086315,3.204586
3.5,0.9,2.322732,4.085267,3.203999
3.55,0.9,2.3226,4.084157,3.203379
3.6,0.9,2.322474,4.083095,3.202784
3.65,0.9,2.322359,4.082128,3.202244
3.7,0.9,2.32226,4.081288,3.201774
3.75,0.9,2.322175,4.080577,3.201376
3.8,0.9,2.322106,4.079993,3.201049
3.85,0.9,2.322051,4.079536,3.200794
3.9,0.9,2.322012,4.079208,3.20061
3.95,0.9,2.321989,4.079007,3.200498
4.0,0.9,2.32198,4.078935,3.200457
0.0,0.95,2.378185,4.53268,3.455432
0.05,0.95,2.376625,4.520563,3.448594
0.1,0.95,2.375088,4.5086,3.441844
0.15,0.95,2.373575,4.496794,3.435184
0.2,0.95,2.372084,4.485144,3.428614
0.25,0.95,2.370617,4.473653,3.422135
0.3,0.95,2.369172,4.462321,3.415747
0.35,0.95,2.367751,4.45115,3.409451
0.4,0.95,2.366353,4.440141,3.403247
0.45,0.95,2.364979,4.429295,3.397137
0.5,0.95,2.363627,4.418613,3.39112
0.55,0.95,2.362299,4.408097,3.385198
0.6,0.95,2.360995,4.397748,3.379371
0.65,0.95,2.359714,4.387566,3.37364
0.7,0.95,2.358456,4.377554,3.368005
0.75,0.95,2.357222,4.367712,3.362467
0.8,0.95,2.356012,4.358041,3.357026
0.85,0.95,2.354825,4.348543,3.351684
0.9,0.95,2.353662,4.339218,3.34644
0.95,0.95,2.352522,4.330068,3.341295
1.0,0.95,2.351407,4.321094,3.33625
1.05,0.95,2.350315,4.312297,3.331306
1.1,0.95,2.349246,4.303679,3.326462
1.15,0.95,2.348202,4.295239,3.32172
1.2,0.95,2.347181,4.286979,3.31708
1.25,0.95,2.346184,4.278901,3.312543
1.3,0.95,2.345212,4.271005,3.308108
1.35,0.95,2.344263,4.263293,3.303778
1.4,0.95,2.343338,4.255764,3.299551
1.45,0.95,2.342437,4.248421,3.295429
1.5,0.95,2.34156,4.241264,3.291412
1.55,0.95,2.340707,4.234295,3.287501
1.6,0.95,2.339878,4.227513,3.283696
1.65,0.95,2.339073,4.220921,3.279997
1.7,0.95,2.338292,4.214518,3.276405
1.75,0.95,2.337536,4.208306,3.272921
1.8,0.95,2.336804,4.202286,3.269545
1.85,0.95,2.336095,4.196458,3.266277
1.9,0.95,2.335412,4.190823,3.263117
1.95,0.95,2.334752,4.185383,3.260067
2.0,0.95,2.334116,4.180137,3.257127
2.05,0.95,2.333505,4.175087,3.254296
2.1,0.95,2.332918,4.170233,3.251575
2.15,0.95,2.332356,4.165576,3.248966
2.2,0.95,2.331817,4.161116,3.246467
2.25,0.95,2.331304,4.156855,3.244079
2.3,0.95,2.330814,4.152792,3.241803
2.35,0.95,2.330349,4.148929,3.239639
2.4,0.95,2.329908,4.145266,3.237587
2.45,0.95,2.329492,4.141803,3.235647
2.5,0.95,2.3291,4.138541,3.23382
2.55,0.95,2.328722,4.135398,3.23206
2.6,0.95,2.328335,4.132173,3.230254
2.65,0.95,2.327969,4.129116,3.228542
2.7,0.95,2.32762,4.126212,3.226916
2.75,0.95,2.327291,4.123461,3.225376
2.8,0.95,2.32698,4.120864,3.223922
2.85,0.95,2.326687,4.118419,3.222553
2.9,0.95,2.326394,4.115968,3.221181
2.95,0.95,2.326088,4.113412,3.21975
3.0,0.95,2.325799,4.110993,3.218396
3.05,0.95,2.325527,4.108712,3.217119
3.1,0.95,2.325271,4.106568,3.215919
3.15,0.95,2.325031,4.104563,3.214797
3.2,0.95,2.324808,4.102695,3.213752
3.25,0.95,2.324602,4.100966,3.212784
3.3,0.95,2.324412,4.099375,3.211894
3.35,0.95,2.324239,4.097923,3.211081
3.4,0.95,2.324083,4.096609,3.210346
3.45,0.95,2.323943,4.095435,3.209689
3.5,0.95,2.323819,4.0944,3.209109
3.55,0.95,2.323681,4.093234,3.208457
3.6,0.95,2.323551,4.09215,3.20785
3.65,0.95,2.323426,4.091099,3.207262
3.7,0.95,2.323313,4.090144,3.206728
3.75,0.95,2.323213,4.08931,3.206262
3.8,0.95,2.323129,4.088597,3.205863
3.85,0.95,2.323058,4.088005,3.205531
3.9,0.95,2.323002,4.087534,3.205268
3.95,0.95,2.32296,4.087184,3.205072
4.0,0.95,2.322933,4.086955,3.204944
0.0,1.0,2.378185,4.53268,3.455432
0.05,1.0,2.376671,4.520916,3.448793
0.1,1.0,2.375178,4.509302,3.44224
0.15,1.0,2.373708,4.497837,3.435773
0.2,1.0,2.37226,4.486524,3.429392
0.25,1.0,2.370835,4.475363,3.423099
0.3,1.0,2.369431,4.464356,3.416894
0.35,1.0,2.36805,4.453503,3.410777
0.4,1.0,2.366691,4.442806,3.404749
0.45,1.0,2.365355,4.432266,3.39881
0.5,1.0,2.364041,4.421883,3.392962
0.55,1.0,2.362749,4.41166,3.387205
0.6,1.0,2.36148,4.401597,3.381539
0.65,1.0,2.360233,4.391696,3.375965
0.7,1.0,2.359009,4.381957,3.370483
0.75,1.0,2.357808,4.372381,3.365094
0.8,1.0,2.356629,4.36297,3.359799
0.85,1.0,2.355472,4.353724,3.354598
0.9,1.0,2.354339,4.344646,3.349492
0.95,1.0,2.353228,4.335735,3.344481
1.0,1.0,2.35214,4.326992,3.339566
1.05,1.0,2.351074,4.31842,3.334747
1.1,1.0,2.350032,4.310018,3.330025
1.15,1.0,2.349012,4.301788,3.3254
1.2,1.0,2.348015,4.293731,3.320873
1.25,1.0,2.347042,4.285848,3.316445
1.3,1.0,2.346091,4.27814,3.312115
1.35,1.0,2.345163,4.270607,3.307885
1.4,1.0,2.344258,4.263251,3.303754
1.45,1.0,2.343375,4.256072,3.299724
1.5,1.0,2.342516,4.249072,3.295794
1.55,1.0,2.341681,4.242251,3.291966
1.6,1.0,2.340868,4.23561,3.288239
1.65,1.0,2.340078,4.229151,3.284614
1.7,1.0,2.339311,4.222873,3.281092
1.75,1.0,2.338568,4.216778,3.277673
1.8,1.0,2.337848,4.210866,3.274357
1.85,1.0,2.337151,4.205139,3.271145
1.9,1.0,2.336477,4.199596,3.268037
1.95,1.0,2.335826,4.19424,3.265033
2.0,1.0,2.335199,4.189069,3.262134
2.05,1.0,2.334595,4.184086,3.259341
2.1,1.0,2.334014,4.179291,3.256653
2.15,1.0,2.333457,4.174684,3.25407
2.2,1.0,2.332922,4.170266,3.251594
2.25,1.0,2.332412,4.166038,3.249225
2.3,1.0,2.331924,4.162001,3.246962
2.35,1.0,2.33146,4.158154,3.244807
2.4,1.0,2.33102,4.154498,3.242759
2.45,1.0,2.330602,4.151034,3.240818
2.5,1.0,2.330209,4.147763,3.238986
2.55,1.0,2.329838,4.144684,3.237261
2.6,1.0,2.329477,4.141681,3.235579
2.65,1.0,2.32911,4.138627,3.233869
2.7,1.0,2.328762,4.135731,3.232247
2.75,1.0,2.328432,4.132982,3.230707
2.8,1.0,2.32812,4.130378,3.229249
2.85,1.0,2.327825,4.127921,3.227873
2.9,1.0,2.327548,4.125611,3.22658
2.95,1.0,2.327247,4.123092,3.225169
3.0,1.0,2.326955,4.120653,3.223804
3.05,1.0,2.326678,4.118345,3.222511
3.1,1.0,2.326418,4.116168,3.221293
3.15,1.0,2.326173,4.114122,3.220147
3.2,1.0,2.325944,4.112207,3.219076
3.25,1.0,2.325731,4.110425,3.218078
3.3,1.0,2.325534,4.108774,3.217154
3.35,1.0,2.325353,4.107254,3.216303
3.4,1.0,2.325187,4.105868,3.215527
3.45,1.0,2.325037,4.104613,3.214825
3.5,1.0,2.324903,4.10349,3.214197
3.55,1.0,2.324774,4.102404,3.213589
3.6,1.0,2.324633,4.101227,3.21293
3.65,1.0,2.324507,4.100173,3.21234
3.7,1.0,2.324385,4.099143,3.211764
3.75,1.0,2.324273,4.098208,3.21124
3.8,1.0,2.324175,4.097387,3.210781
3.85,1.0,2.324091,4.096682,3.210386
3.9,1.0,2.324021,4.096091,3.210056
3.95,1.0,2.323964,4.095614,3.209789
4.0,1.0,2.323921,4.095253,3.209587
