lambda,eta,asymptotic_effective_excess,cal_all_rmse,cal_high_rmse,objective
2.4,0.16,6.25,2.340563,4.233121,3.286842
2.5,0.16,6.25,2.339317,4.222917,3.281117
2.6,0.16,6.25,2.338096,4.212908,3.275502
2.7,0.16,6.25,2.336902,4.203096,3.269999
2.8,0.16,6.25,2.335734,4.19348,3.264607
2.9,0.16,6.25,2.334592,4.184064,3.259328
3.0,0.16,6.25,2.333476,4.174848,3.254162
3.1,0.16,6.25,2.332387,4.165834,3.249111
3.2,0.16,6.25,2.331324,4.157023,3.244174
3.3,0.16,6.25,2.330287,4.148416,3.239352
3.4,0.16,6.25,2.329277,4.140015,3.234646
3.5,0.16,6.25,2.328293,4.13182,3.230057
3.6,0.16,6.25,2.327335,4.123834,3.225585
3.7,0.16,6.25,2.326404,4.116057,3.221231
3.8,0.16,6.25,2.3255,4.10849,3.216995
3.9,0.16,6.25,2.324622,4.101135,3.212878
4.0,0.16,6.25,2.323771,4.093992,3.208882
4.1,0.16,6.25,2.322946,4.087064,3.205005
4.2,0.16,6.25,2.322148,4.08035,3.201249
4.3,0.16,6.25,2.321377,4.073853,3.197615
4.4,0.16,6.25,2.320632,4.067572,3.194102
4.5,0.16,6.25,2.319914,4.06151,3.190712
4.6,0.16,6.25,2.319223,4.055666,3.187444
4.7,0.16,6.25,2.318558,4.050043,3.1843
4.8,0.16,6.25,2.317921,4.04464,3.18128
4.9,0.16,6.25,2.31731,4.039459,3.178385
5.0,0.16,6.25,2.316726,4.034501,3.175613
5.1,0.16,6.25,2.316169,4.029767,3.172968
5.2,0.16,6.25,2.315638,4.025256,3.170447
5.3,0.16,6.25,2.315135,4.020971,3.168053
5.4,0.16,6.25,2.314658,4.016911,3.165785
5.5,0.16,6.25,2.314209,4.013078,3.163643
5.6,0.16,6.25,2.313786,4.009471,3.161629
5.7,0.16,6.25,2.31339,4.006093,3.159742
5.8,0.16,6.25,2.313022,4.002943,3.157982
5.9,0.16,6.25,2.31268,4.000021,3.156351
6.0,0.16,6.25,2.312365,3.997329,3.154847
0.0,0.18,5.555556,2.378185,4.53268,3.455432
0.1,0.18,5.555556,2.376409,4.518885,3.447647
0.2,0.18,5.555556,2.374657,4.505238,3.439947
0.3,0.18,5.555556,2.372928,4.491739,3.432333
0.4,0.18,5.555556,2.371221,4.47839,3.424805
0.5,0.18,5.555556,2.369538,4.465191,3.417365
0.6,0.18,5.555556,2.367878,4.452146,3.410012
0.7,0.18,5.555556,2.366241,4.439254,3.402747
0.8,0.18,5.555556,2.364627,4.426517,3.395572
0.9,0.18,5.555556,2.363036,4.413936,3.388486
1.0,0.18,5.555556,2.361469,4.401514,3.381491
1.1,0.18,5.555556,2.359926,4.38925,3.374588
1.2,0.18,5.555556,2.358405,4.377147,3.367776
1.3,0.18,5.555556,2.356909,4.365206,3.361057
1.4,0.18,5.555556,2.355435,4.353428,3.354431
1.5,0.18,5.555556,2.353986,4.341814,3.3479
1.6,0.18,5.555556,2.35256,4.330366,3.341463
1.7,0.18,5.555556,2.351157,4.319085,3.335121
1.8,0.18,5.555556,2.349778,4.307973,3.328876
1.9,0.18,5.555556,2.348423,4.29703,3.322727
2.0,0.18,5.555556,2.347092,4.286259,3.316675
2.1,0.18,5.555556,2.345785,4.275659,3.310722
2.2,0.18,5.555556,2.344501,4.265234,3.304868
2.3,0.18,5.555556,2.343242,4.254983,3.299112
2.4,0.18,5.555556,2.342006,4.244908,3.293457
2.5,0.18,5.555556,2.340794,4.235011,3.287903
2.6,0.18,5.555556,2.339607,4.225292,3.28245
2.7,0.18,5.555556,2.338443,4.215754,3.277098
2.8,0.18,5.555556,2.337304,4.206396,3.27185
2.9,0.18,5.555556,2.336188,4.197221,3.266704
3.0,0.18,5.555556,2.335097,4.188229,3.261663
3.1,0.18,5.555556,2.33403,4.179422,3.256726
3.2,0.18,5.555556,2.332987,4.170801,3.251894
3.3,0.18,5.555556,2.331968,4.162366,3.247167
3.4,0.18,5.555556,2.330974,4.15412,3.242547
3.5,0.18,5.555556,2.330004,4.146064,3.238034
3.6,0.18,5.555556,2.329058,4.138197,3.233628
3.7,0.18,5.555556,2.328137,4.130522,3.22933
3.8,0.18,5.555556,2.32724,4.12304,3.22514
3.9,0.18,5.555556,2.326368,4.115751,3.22106
4.0,0.18,5.555556,2.32552,4.108657,3.217089
4.1,0.18,5.555556,2.324697,4.101759,3.213228
4.2,0.18,5.555556,2.323898,4.095057,3.209477
4.3,0.18,5.555556,2.323123,4.088553,3.205838
4.4,0.18,5.555556,2.322373,4.082247,3.20231
4.5,0.18,5.555556,2.321648,4.076141,3.198895
4.6,0.18,5.555556,2.320948,4.070235,3.195591
4.7,0.18,5.555556,2.320272,4.064531,3.192401
4.8,0.18,5.555556,2.31962,4.059028,3.189324
4.9,0.18,5.555556,2.318994,4.053728,3.186361
5.0,0.18,5.555556,2.318392,4.048633,3.183512
5.1,0.18,5.555556,2.317815,4.043741,3.180778
5.2,0.18,5.555556,2.317262,4.039055,3.178158
5.3,0.18,5.555556,2.316734,4.034575,3.175654
5.4,0.18,5.555556,2.316231,4.030301,3.173266
5.5,0.18,5.555556,2.315753,4.026234,3.170994
5.6,0.18,5.555556,2.3153,4.022376,3.168838
5.7,0.18,5.555556,2.314871,4.018726,3.166799
5.8,0.18,5.555556,2.314468,4.015285,3.164876
5.9,0.18,5.555556,2.314089,4.012054,3.163071
6.0,0.18,5.555556,2.313735,4.009032,3.161384
0.0,0.2,5.0,2.378185,4.53268,3.455432
0.1,0.2,5.0,2.376484,4.519468,3.447976
0.2,0.2,5.0,2.374805,4.506393,3.440599
0.3,0.2,5.0,2.373147,4.493456,3.433301
0.4,0.2,5.0,2.371511,4.480657,3.426084
0.5,0.2,5.0,2.369896,4.467999,3.418947
0.6,0.2,5.0,2.368302,4.455482,3.411892
0.7,0.2,5.0,2.36673,4.443108,3.404919
0.8,0.2,5.0,2.365179,4.430877,3.398028
0.9,0.2,5.0,2.36365,4.418792,3.391221
1.0,0.2,5.0,2.362142,4.406852,3.384497
1.1,0.2,5.0,2.360657,4.39506,3.377858
1.2,0.2,5.0,2.359192,4.383417,3.371305
1.3,0.2,5.0,2.35775,4.371923,3.364836
1.4,0.2,5.0,2.35633,4.36058,3.358455
1.5,0.2,5.0,2.354931,4.349389,3.35216
1.6,0.2,5.0,2.353554,4.338351,3.345953
1.7,0.2,5.0,2.352199,4.327468,3.339833
1.8,0.2,5.0,2.350866,4.31674,3.333803
1.9,0.2,5.0,2.349555,4.306169,3.327862
2.0,0.2,5.0,2.348266,4.295756,3.322011
2.1,0.2,5.0,2.346999,4.285502,3.31625
2.2,0.2,5.0,2.345754,4.275408,3.310581
2.3,0.2,5.0,2.344531,4.265476,3.305004
2.4,0.2,5.0,2.343331,4.255706,3.299518
2.5,0.2,5.0,2.342152,4.2461,3.294126
2.6,0.2,5.0,2.340996,4.236658,3.288827
2.7,0.2,5.0,2.339862,4.227382,3.283622
2.8,0.2,5.0,2.33875,4.218273,3.278512
2.9,0.2,5.0,2.337661,4.209332,3.273496
3.0,0.2,5.0,2.336594,4.20056,3.268577
3.1,0.2,5.0,2.335549,4.191958,3.263754
3.2,0.2,5.0,2.334527,4.183528,3.259027
3.3,0.2,5.0,2.333527,4.175269,3.254398
3.4,0.2,5.0,2.33255,4.167184,3.249867
3.5,0.2,5.0,2.331595,4.159273,3.245434
3.6,0.2,5.0,2.330663,4.151537,3.2411
3.7,0.2,5.0,2.329753,4.143978,3.236865
3.8,0.2,5.0,2.328866,4.136595,3.232731
3.9,0.2,5.0,2.328002,4.129391,3.228696
4.0,0.2,5.0,2.32716,4.122366,3.224763
4.1,0.2,5.0,2.32634,4.115521,3.22093
4.2,0.2,5.0,2.325544,4.108856,3.2172
4.3,0.2,5.0,2.32477,4.102374,3.213572
4.4,0.2,5.0,2.324019,4.096074,3.210046
4.5,0.2,5.0,2.32329,4.089957,3.206624
4.6,0.2,5.0,2.322585,4.084025,3.203305
4.7,0.2,5.0,2.321902,4.078278,3.20009
4.8,0.2,5.0,2.321242,4.072717,3.196979
4.9,0.2,5.0,2.320605,4.067342,3.193974
5.0,0.2,5.0,2.31999,4.062155,3.191073
5.1,0.2,5.0,2.319399,4.057156,3.188278
5.2,0.2,5.0,2.31883,4.052346,3.185588
5.3,0.2,5.0,2.318285,4.047725,3.183005
5.4,0.2,5.0,2.317762,4.043295,3.180528
5.5,0.2,5.0,2.317262,4.039055,3.178158
5.6,0.2,5.0,2.316785,4.035006,3.175896
5.7,0.2,5.0,2.316331,4.03115,3.17374
5.8,0.2,5.0,2.3159,4.027485,3.171693
5.9,0.2,5.0,2.315492,4.024014,3.169753
6.0,0.2,5.0,2.315107,4.020737,3.167922
0.0,0.22,4.545455,2.378185,4.53268,3.455432
0.1,0.22,4.545455,2.376553,4.519998,3.448275
0.2,0.22,4.545455,2.37494,4.507444,3.441192
0.3,0.22,4.545455,2.373347,4.495018,3.434183
0.4,0.22,4.545455,2.371774,4.482722,3.427248
0.5,0.22,4.545455,2.370221,4.470556,3.420389
0.6,0.22,4.545455,2.368689,4.458522,3.413605
0.7,0.22,4.545455,2.367176,4.446621,3.406898
0.8,0.22,4.545455,2.365683,4.434853,3.400268
0.9,0.22,4.545455,2.36421,4.423221,3.393715
1.0,0.22,4.545455,2.362757,4.411724,3.387241
1.1,0.22,4.545455,2.361325,4.400365,3.380845
1.2,0.22,4.545455,2.359912,4.389143,3.374528
1.3,0.22,4.545455,2.35852,4.378061,3.36829
1.4,0.22,4.545455,2.357148,4.367119,3.362133
1.5,0.22,4.545455,2.355797,4.356318,3.356057
1.6,0.22,4.545455,2.354465,4.345659,3.350062
1.7,0.22,4.545455,2.353154,4.335144,3.344149
1.8,0.22,4.545455,2.351864,4.324773,3.338319
1.9,0.22,4.545455,2.350594,4.314548,3.332571
2.0,0.22,4.545455,2.349344,4.304469,3.326907
2.1,0.22,4.545455,2.348115,4.294538,3.321327
2.2,0.22,4.545455,2.346907,4.284755,3.315831
2.3,0.22,4.545455,2.345719,4.275122,3.31042
2.4,0.22,4.545455,2.344551,4.26564,3.305095
2.5,0.22,4.545455,2.343404,4.256309,3.299857
2.6,0.22,4.545455,2.342278,4.24713,3.294704
2.7,0.22,4.545455,2.341173,4.238105,3.289639
2.8,0.22,4.545455,2.340088,4.229235,3.284662
2.9,0.22,4.545455,2.339024,4.22052,3.279772
3.0,0.22,4.545455,2.337981,4.211962,3.274972
3.1,0.22,4.545455,2.336959,4.203561,3.27026
3.2,0.22,4.545455,2.335957,4.195319,3.265638
3.3,0.22,4.545455,2.334976,4.187236,3.261106
3.4,0.22,4.545455,2.334017,4.179313,3.256665
3.5,0.22,4.545455,2.333078,4.171551,3.252315
3.6,0.22,4.545455,2.33216,4.163952,3.248056
3.7,0.22,4.545455,2.331263,4.156515,3.243889
3.8,0.22,4.545455,2.330387,4.149243,3.239815
3.9,0.22,4.545455,2.329532,4.142135,3.235833
4.0,0.22,4.545455,2.328698,4.135192,3.231945
4.1,0.22,4.545455,2.327885,4.128416,3.22815
4.2,0.22,4.545455,2.327093,4.121807,3.22445
4.3,0.22,4.545455,2.326322,4.115366,3.220844
4.4,0.22,4.545455,2.325572,4.109094,3.217333
4.5,0.22,4.545455,2.324844,4.102992,3.213918
4.6,0.22,4.545455,2.324136,4.09706,3.210598
4.7,0.22,4.545455,2.32345,4.091299,3.207374
4.8,0.22,4.545455,2.322785,4.08571,3.204247
4.9,0.22,4.545455,2.322141,4.080293,3.201217
5.0,0.22,4.545455,2.321519,4.075049,3.198284
5.1,0.22,4.545455,2.320917,4.06998,3.195449
5.2,0.22,4.545455,2.320337,4.065085,3.192711
5.3,0.22,4.545455,2.319778,4.060365,3.190072
5.4,0.22,4.545455,2.319241,4.05582,3.187531
5.5,0.22,4.545455,2.318725,4.051452,3.185089
5.6,0.22,4.545455,2.31823,4.047261,3.182746
5.7,0.22,4.545455,2.317756,4.043248,3.180502
5.8,0.22,4.545455,2.317304,4.039413,3.178358
5.9,0.22,4.545455,2.316873,4.035756,3.176314
6.0,0.22,4.545455,2.316464,4.032278,3.174371
0.0,0.24,4.166667,2.378185,4.53268,3.455432
0.1,0.24,4.166667,2.376615,4.520483,3.448549
0.2,0.24,4.166667,2.375063,4.508405,3.441734
0.3,0.24,4.166667,2.37353,4.496447,3.434989
0.4,0.24,4.166667,2.372016,4.484611,3.428313
0.5,0.24,4.166667,2.37052,4.472896,3.421708
0.6,0.24,4.166667,2.369043,4.461305,3.415174
0.7,0.24,4.166667,2.367584,4.449838,3.408711
0.8,0.24,4.166667,2.366145,4.438496,3.402321
0.9,0.24,4.166667,2.364724,4.427281,3.396002
1.0,0.24,4.166667,2.363321,4.416192,3.389757
1.1,0.24,4.166667,2.361938,4.405231,3.383584
1.2,0.24,4.166667,2.360573,4.394399,3.377486
1.3,0.24,4.166667,2.359228,4.383697,3.371462
1.4,0.24,4.166667,2.357901,4.373125,3.365513
1.5,0.24,4.166667,2.356593,4.362686,3.359639
1.6,0.24,4.166667,2.355304,4.352379,3.353841
1.7,0.24,4.166667,2.354034,4.342205,3.34812
1.8,0.24,4.166667,2.352784,4.332167,3.342475
1.9,0.24,4.166667,2.351552,4.322264,3.336908
2.0,0.24,4.166667,2.350339,4.312497,3.331418
2.1,0.24,4.166667,2.349146,4.302868,3.326007
2.2,0.24,4.166667,2.347972,4.293377,3.320674
2.3,0.24,4.166667,2.346817,4.284025,3.315421
2.4,0.24,4.166667,2.345681,4.274814,3.310247
2.5,0.24,4.166667,2.344564,4.265743,3.305154
2.6,0.24,4.166667,2.343467,4.256815,3.300141
2.7,0.24,4.166667,2.342389,4.248029,3.295209
2.8,0.24,4.166667,2.34133,4.239387,3.290359
2.9,0.24,4.166667,2.340291,4.23089,3.28559
3.0,0.24,4.166667,2.339271,4.222538,3.280904
3.1,0.24,4.166667,2.33827,4.214333,3.276302
3.2,0.24,4.166667,2.337289,4.206275,3.271782
3.3,0.24,4.166667,2.336327,4.198365,3.267346
3.4,0.24,4.166667,2.335385,4.190604,3.262994
3.5,0.24,4.166667,2.334462,4.182992,3.258727
3.6,0.24,4.166667,2.333559,4.175531,3.254545
3.7,0.24,4.166667,2.332675,4.168222,3.250449
3.8,0.24,4.166667,2.331811,4.161065,3.246438
3.9,0.24,4.166667,2.330967,4.15406,3.242514
4.0,0.24,4.166667,2.330142,4.14721,3.238676
4.1,0.24,4.166667,2.329337,4.140514,3.234925
4.2,0.24,4.166667,2.328551,4.133973,3.231262
4.3,0.24,4.166667,2.327785,4.127588,3.227687
4.4,0.24,4.166667,2.327039,4.121359,3.224199
4.5,0.24,4.166667,2.326313,4.115289,3.220801
4.6,0.24,4.166667,2.325606,4.109376,3.217491
4.7,0.24,4.166667,2.324919,4.103622,3.21427
4.8,0.24,4.166667,2.324252,4.098028,3.21114
4.9,0.24,4.166667,2.323604,4.092593,3.208099
5.0,0.24,4.166667,2.322977,4.08732,3.205148
5.1,0.24,4.166667,2.322369,4.082208,3.202288
5.2,0.24,4.166667,2.321781,4.077257,3.199519
5.3,0.24,4.166667,2.321213,4.07247,3.196841
5.4,0.24,4.166667,2.320664,4.067845,3.194255
5.5,0.24,4.166667,2.320136,4.063385,3.19176
5.6,0.24,4.166667,2.319627,4.059088,3.189358
5.7,0.24,4.166667,2.319139,4.054956,3.187048
5.8,0.24,4.166667,2.31867,4.05099,3.18483
5.9,0.24,4.166667,2.318221,4.047189,3.182705
6.0,0.24,4.166667,2.317793,4.043555,3.180674
0.0,0.26,3.846154,2.378185,4.53268,3.455432
0.1,0.26,3.846154,2.376672,4.520928,3.4488
0.2,0.26,3.846154,2.375177,4.509288,3.442232
0.3,0.26,3.846154,2.373699,4.497761,3.43573
0.4,0.26,3.846154,2.372238,4.486347,3.429293
0.5,0.26,3.846154,2.370795,4.475049,3.422922
0.6,0.26,3.846154,2.369369,4.463866,3.416617
0.7,0.26,3.846154,2.367961,4.452799,3.41038
0.8,0.26,3.846154,2.36657,4.44185,3.40421
0.9,0.26,3.846154,2.365197,4.431019,3.398108
1.0,0.26,3.846154,2.363841,4.420307,3.392074
1.1,0.26,3.846154,2.362503,4.409715,3.386109
1.2,0.26,3.846154,2.361183,4.399243,3.380213
1.3,0.26,3.846154,2.359881,4.388893,3.374387
1.4,0.26,3.846154,2.358596,4.378666,3.368631
1.5,0.26,3.846154,2.357329,4.368562,3.362945
1.6,0.26,3.846154,2.35608,4.358582,3.357331
1.7,0.26,3.846154,2.354848,4.348727,3.351788
1.8,0.26,3.846154,2.353635,4.338999,3.346317
1.9,0.26,3.846154,2.352439,4.329396,3.340918
2.0,0.26,3.846154,2.351261,4.319922,3.335592
2.1,0.26,3.846154,2.350101,4.310576,3.330339
2.2,0.26,3.846154,2.348959,4.301359,3.325159
2.3,0.26,3.846154,2.347835,4.292273,3.320054
2.4,0.26,3.846154,2.346729,4.283317,3.315023
2.5,0.26,3.846154,2.345641,4.274493,3.310067
2.6,0.26,3.846154,2.344571,4.265802,3.305186
2.7,0.26,3.846154,2.343519,4.257244,3.300382
2.8,0.26,3.846154,2.342486,4.24882,3.295653
2.9,0.26,3.846154,2.34147,4.240531,3.291001
3.0,0.26,3.846154,2.340472,4.232378,3.286425
3.1,0.26,3.846154,2.339493,4.224362,3.281928
3.2,0.26,3.846154,2.338532,4.216483,3.277507
3.3,0.26,3.846154,2.337589,4.208742,3.273166
3.4,0.26,3.846154,2.336664,4.20114,3.268902
3.5,0.26,3.846154,2.335758,4.193678,3.264718
3.6,0.26,3.846154,2.33487,4.186356,3.260613
3.7,0.26,3.846154,2.334,4.179175,3.256588
3.8,0.26,3.846154,2.333148,4.172136,3.252642
3.9,0.26,3.846154,2.332315,4.16524,3.248778
4.0,0.26,3.846154,2.3315,4.158487,3.244994
4.1,0.26,3.846154,2.330704,4.151878,3.241291
4.2,0.26,3.846154,2.329926,4.145413,3.23767
4.3,0.26,3.846154,2.329166,4.139094,3.23413
4.4,0.26,3.846154,2.328425,4.132921,3.230673
4.5,0.26,3.846154,2.327702,4.126895,3.227299
4.6,0.26,3.846154,2.326998,4.121016,3.224007
4.7,0.26,3.846154,2.326312,4.115285,3.220799
4.8,0.26,3.846154,2.325645,4.109703,3.217674
4.9,0.26,3.846154,2.324996,4.104269,3.214633
5.0,0.26,3.846154,2.324366,4.098986,3.211676
5.1,0.26,3.846154,2.323754,4.093853,3.208804
5.2,0.26,3.846154,2.323161,4.088871,3.206016
5.3,0.26,3.846154,2.322587,4.08404,3.203313
5.4,0.26,3.846154,2.322031,4.079361,3.200696
5.5,0.26,3.846154,2.321493,4.074835,3.198164
5.6,0.26,3.846154,2.320975,4.070462,3.195718
5.7,0.26,3.846154,2.320474,4.066242,3.193358
5.8,0.26,3.846154,2.319993,4.062177,3.191085
5.9,0.26,3.846154,2.31953,4.058266,3.188898
6.0,0.26,3.846154,2.319086,4.054509,3.186798
0.0,0.28,3.571429,2.378185,4.53268,3.455432
0.1,0.28,3.571429,2.376725,4.521338,3.449032
0.2,0.28,3.571429,2.375281,4.510103,3.442692
0.3,0.28,3.571429,2.373854,4.498973,3.436413
0.4,0.28,3.571429,2.372443,4.487951,3.430197
0.5,0.28,3.571429,2.371048,4.477037,3.424042
0.6,0.28,3.571429,2.36967,4.466231,3.417951
0.7,0.28,3.571429,2.368309,4.455535,3.411922
0.8,0.28,3.571429,2.366963,4.444949,3.405956
0.9,0.28,3.571429,2.365635,4.434475,3.400055
1.0,0.28,3.571429,2.364323,4.424112,3.394217
1.1,0.28,3.571429,2.363027,4.413862,3.388445
1.2,0.28,3.571429,2.361748,4.403726,3.382737
1.3,0.28,3.571429,2.360486,4.393703,3.377095
1.4,0.28,3.571429,2.35924,4.383796,3.371518
1.5,0.28,3.571429,2.358011,4.374005,3.366008
1.6,0.28,3.571429,2.356799,4.36433,3.360565
1.7,0.28,3.571429,2.355603,4.354773,3.355188
1.8,0.28,3.571429,2.354425,4.345334,3.349879
1.9,0.28,3.571429,2.353263,4.336014,3.344638
2.0,0.28,3.571429,2.352118,4.326813,3.339465
2.1,0.28,3.571429,2.350989,4.317733,3.334361
2.2,0.28,3.571429,2.349878,4.308774,3.329326
2.3,0.28,3.571429,2.348783,4.299938,3.32436
2.4,0.28,3.571429,2.347705,4.291224,3.319465
2.5,0.28,3.571429,2.346645,4.282633,3.314639
2.6,0.28,3.571429,2.345601,4.274167,3.309884
2.7,0.28,3.571429,2.344574,4.265825,3.3052
2.8,0.28,3.571429,2.343564,4.25761,3.300587
2.9,0.28,3.571429,2.342571,4.249521,3.296046
3.0,0.28,3.571429,2.341596,4.241558,3.291577
3.1,0.28,3.571429,2.340637,4.233724,3.287181
3.2,0.28,3.571429,2.339695,4.226019,3.282857
3.3,0.28,3.571429,2.338771,4.218443,3.278607
3.4,0.28,3.571429,2.337863,4.210996,3.27443
3.5,0.28,3.571429,2.336973,4.203681,3.270327
3.6,0.28,3.571429,2.3361,4.196497,3.266298
3.7,0.28,3.571429,2.335244,4.189444,3.262344
3.8,0.28,3.571429,2.334406,4.182525,3.258465
3.9,0.28,3.571429,2.333584,4.175739,3.254662
4.0,0.28,3.571429,2.33278,4.169087,3.250933
4.1,0.28,3.571429,2.331993,4.16257,3.247281
4.2,0.28,3.571429,2.331223,4.156188,3.243705
4.3,0.28,3.571429,2.330471,4.149941,3.240206
4.4,0.28,3.571429,2.329736,4.143832,3.236784
4.5,0.28,3.571429,2.329018,4.137859,3.233439
4.6,0.28,3.571429,2.328317,4.132025,3.230171
4.7,0.28,3.571429,2.327634,4.126328,3.226981
4.8,0.28,3.571429,2.326969,4.120771,3.22387
4.9,0.28,3.571429,2.32632,4.115353,3.220837
5.0,0.28,3.571429,2.325689,4.110075,3.217882
5.1,0.28,3.571429,2.325076,4.104938,3.215007
5.2,0.28,3.571429,2.32448,4.099941,3.21221
5.3,0.28,3.571429,2.323901,4.095086,3.209494
5.4,0.28,3.571429,2.32334,4.090374,3.206857
5.5,0.28,3.571429,2.322796,4.085804,3.2043
5.6,0.28,3.571429,2.32227,4.081377,3.201823
5.7,0.28,3.571429,2.321761,4.077093,3.199427
5.8,0.28,3.571429,2.32127,4.072954,3.197112
5.9,0.28,3.571429,2.320796,4.068959,3.194878
6.0,0.28,3.571429,2.32034,4.065109,3.192724
0.0,0.3,3.333333,2.378185,4.53268,3.455432
0.1,0.3,3.333333,2.376774,4.521719,3.449246
0.2,0.3,3.333333,2.375378,4.510857,3.443118
0.3,0.3,3.333333,2.373998,4.500096,3.437047
0.4,0.3,3.333333,2.372633,4.489437,3.431035
0.5,0.3,3.333333,2.371284,4.478879,3.425081
0.6,0.3,3.333333,2.36995,4.468424,3.419187
0.7,0.3,3.333333,2.368631,4.458072,3.413351
0.8,0.3,3.333333,2.367328,4.447824,3.407576
0.9,0.3,3.333333,2.366041,4.437681,3.401861
1.0,0.3,3.333333,2.364769,4.427643,3.396206
1.1,0.3,3.333333,2.363513,4.417712,3.390613
1.2,0.3,3.333333,2.362273,4.407888,3.38508
1.3,0.3,3.333333,2.361048,4.398171,3.37961
1.4,0.3,3.333333,2.359839,4.388563,3.374201
1.5,0.3,3.333333,2.358646,4.379064,3.368855
1.6,0.3,3.333333,2.357468,4.369675,3.363571
1.7,0.3,3.333333,2.356307,4.360396,3.358351
1.8,0.3,3.333333,2.355161,4.351228,3.353194
1.9,0.3,3.333333,2.35403,4.342172,3.348101
2.0,0.3,3.333333,2.352916,4.333229,3.343073
2.1,0.3,3.333333,2.351817,4.3244,3.338109
2.2,0.3,3.333333,2.350735,4.315684,3.333209
2.3,0.3,3.333333,2.349668,4.307083,3.328376
2.4,0.3,3.333333,2.348617,4.298597,3.323607
2.5,0.3,3.333333,2.347582,4.290228,3.318905
2.6,0.3,3.333333,2.346564,4.281975,3.314269
2.7,0.3,3.333333,2.345561,4.27384,3.3097
2.8,0.3,3.333333,2.344574,4.265823,3.305198
2.9,0.3,3.333333,2.343603,4.257924,3.300764
3.0,0.3,3.333333,2.342648,4.250146,3.296397
3.1,0.3,3.333333,2.341709,4.242487,3.292098
3.2,0.3,3.333333,2.340787,4.234949,3.287868
3.3,0.3,3.333333,2.33988,4.227532,3.283706
3.4,0.3,3.333333,2.33899,4.220237,3.279614
3.5,0.3,3.333333,2.338116,4.213065,3.275591
3.6,0.3,3.333333,2.337257,4.206017,3.271637
3.7,0.3,3.333333,2.336415,4.199092,3.267754
3.8,0.3,3.333333,2.33559,4.192292,3.263941
3.9,0.3,3.333333,2.33478,4.185617,3.260199
4.0,0.3,3.333333,2.333987,4.179068,3.256527
4.1,0.3,3.333333,2.33321,4.172645,3.252927
4.2,0.3,3.333333,2.332449,4.166349,3.249399
4.3,0.3,3.333333,2.331705,4.16018,3.245942
4.4,0.3,3.333333,2.330976,4.15414,3.242558
4.5,0.3,3.333333,2.330265,4.148228,3.239246
4.6,0.3,3.333333,2.329569,4.142445,3.236007
4.7,0.3,3.333333,2.32889,4.136792,3.232841
4.8,0.3,3.333333,2.328227,4.13127,3.229748
4.9,0.3,3.333333,2.32758,4.125878,3.226729
5.0,0.3,3.333333,2.32695,4.120617,3.223784
5.1,0.3,3.333333,2.326337,4.115488,3.220912
5.2,0.3,3.333333,2.325739,4.110492,3.218115
5.3,0.3,3.333333,2.325158,4.105628,3.215393
5.4,0.3,3.333333,2.324594,4.100897,3.212746
5.5,0.3,3.333333,2.324046,4.096301,3.210173
5.6,0.3,3.333333,2.323514,4.091838,3.207676
5.7,0.3,3.333333,2.322999,4.08751,3.205254
5.8,0.3,3.333333,2.322501,4.083317,3.202909
5.9,0.3,3.333333,2.322018,4.079259,3.200639
6.0,0.3,3.333333,2.321553,4.075337,3.198445
0.0,0.32,3.125,2.378185,4.53268,3.455432
0.1,0.32,3.125,2.376819,4.522072,3.449446
0.2,0.32,3.125,2.375468,4.511559,3.443513
0.3,0.32,3.125,2.374132,4.50114,3.437636
0.4,0.32,3.125,2.37281,4.490818,3.431814
0.5,0.32,3.125,2.371502,4.480592,3.426047
0.6,0.32,3.125,2.37021,4.470463,3.420336
0.7,0.32,3.125,2.368932,4.460432,3.414682
0.8,0.32,3.125,2.367668,4.450499,3.409084
0.9,0.32,3.125,2.36642,4.440665,3.403542
1.0,0.32,3.125,2.365186,4.430931,3.398058
1.1,0.32,3.125,2.363967,4.421298,3.392632
1.2,0.32,3.125,2.362762,4.411765,3.387264
1.3,0.32,3.125,2.361573,4.402334,3.381953
1.4,0.32,3.125,2.360398,4.393006,3.376702
1.5,0.32,3.125,2.359238,4.38378,3.371509
1.6,0.32,3.125,2.358093,4.374658,3.366376
1.7,0.32,3.125,2.356963,4.365641,3.361302
1.8,0.32,3.125,2.355848,4.356728,3.356288
1.9,0.32,3.125,2.354748,4.347922,3.351335
2.0,0.32,3.125,2.353662,4.339221,3.346442
2.1,0.32,3.125,2.352592,4.330627,3.34161
2.2,0.32,3.125,2.351537,4.322141,3.336839
2.3,0.32,3.125,2.350496,4.313763,3.33213
2.4,0.32,3.125,2.349471,4.305493,3.327482
2.5,0.32,3.125,2.348461,4.297334,3.322897
